config,Total Cycles,Stall Cycles,Overall Util %,Mapping Efficiency %,Compute Util %
72_is,2838997.0,0.0,54.8658921437927,87.17703854704949,49.62433499401968
18_is,2838997.0,0.0,54.8658921437927,87.17703854704949,49.62433499401968
72_ws,2519815.0,0.0,65.70384143598487,99.5014880952381,61.89161488913388
72_os,1718353.0,0.0,77.78020274071247,87.55956233595985,77.77867520570487
18_os,1718353.0,0.0,77.78020274071247,87.55956233595985,77.77867520570487
18_ws,2519815.0,0.0,65.70384143598487,99.5014880952381,61.89161488913388
