LayerID, SRAM IFMAP Start Cycle, SRAM IFMAP Stop Cycle, SRAM IFMAP Reads, SRAM Filter Start Cycle, SRAM Filter Stop Cycle, SRAM Filter Reads, SRAM OFMAP Start Cycle, SRAM OFMAP Stop Cycle, SRAM OFMAP Writes, DRAM IFMAP Start Cycle, DRAM IFMAP Stop Cycle, DRAM IFMAP Reads, DRAM Filter Start Cycle, DRAM Filter Stop Cycle, DRAM Filter Reads, DRAM OFMAP Start Cycle, DRAM OFMAP Stop Cycle, DRAM OFMAP Writes,
0, 1.0, 299126.0, 1778700, 33.0, 299366.0, 3565632, 63.0, 299381.0, 3872000, -1840.0, 276980.0, 178896, -957.0, -1.0, 9408, 1485.0, 299449.0, 3872031,
1, 1.0, 261522.0, 1679616, 33.0, 261617.0, 3391488, 63.0, 261619.0, 3359232, -1840.0, 255028.0, 284432, -1808.0, 261229.0, 3391488, 1485.0, 261791.0, 3359263,
2, 1.0, 261522.0, 1679616, 33.0, 261617.0, 3391488, 63.0, 261619.0, 3359232, -1840.0, 255028.0, 284432, -1808.0, 261229.0, 3391488, 1485.0, 261791.0, 3359263,
3, 1.0, 261522.0, 1679616, 33.0, 261617.0, 3391488, 63.0, 261619.0, 3359232, -1840.0, 255028.0, 284432, -1808.0, 261229.0, 3391488, 1485.0, 261791.0, 3359263,
4, 1.0, 261522.0, 1679616, 33.0, 261617.0, 3391488, 63.0, 261619.0, 3359232, -1840.0, 255028.0, 284432, -1808.0, 261229.0, 3391488, 1485.0, 261791.0, 3359263,
5, 1.0, 98378.0, 451584, 33.0, 99869.0, 1843200, 63.0, 99883.0, 1806336, -1840.0, 95046.0, 225224, -1808.0, 99754.0, 1843200, 1030.0, 100475.0, 1806367,
6, 1.0, 175634.0, 778752, 33.0, 175793.0, 3244032, 63.0, 175795.0, 3115008, -1840.0, 165421.0, 134562, -1808.0, 175508.0, 3244032, 1030.0, 176399.0, 3115039,
7, 1.0, 11354.0, 53824, 33.0, 11957.0, 221184, 63.0, 11964.0, 215296, -1840.0, 8220.0, 50176, -847.0, -1.0, 8192, 1030.0, 12379.0, 215327,
8, 1.0, 175634.0, 778752, 33.0, 175793.0, 3244032, 63.0, 175795.0, 3115008, -1840.0, 165421.0, 134562, -1808.0, 175508.0, 3244032, 1030.0, 176399.0, 3115039,
9, 1.0, 175634.0, 778752, 33.0, 175793.0, 3244032, 63.0, 175795.0, 3115008, -1840.0, 165421.0, 134562, -1808.0, 175508.0, 3244032, 1030.0, 176399.0, 3115039,
10, 1.0, 83682.0, 225792, 33.0, 88169.0, 2064384, 63.0, 88171.0, 1806336, -1840.0, 64067.0, 147006, -1808.0, 88042.0, 2064384, 842.0, 88775.0, 1806367,
11, 1.0, 125682.0, 331776, 33.0, 125969.0, 2949120, 63.0, 125983.0, 2654208, -1840.0, 117979.0, 78598, -1808.0, 125794.0, 2949120, 842.0, 126575.0, 2654239,
12, 1.0, 9482.0, 28800, 33.0, 11169.0, 262144, 63.0, 11168.0, 230400, -1840.0, 6656.0, 25088, -1808.0, 11012.0, 262144, 842.0, 11487.0, 230431,
13, 1.0, 125682.0, 331776, 33.0, 125969.0, 2949120, 63.0, 125983.0, 2654208, -1840.0, 117979.0, 78598, -1808.0, 125794.0, 2949120, 842.0, 126575.0, 2654239,
14, 1.0, 125682.0, 331776, 33.0, 125969.0, 2949120, 63.0, 125983.0, 2654208, -1840.0, 117979.0, 78598, -1808.0, 125794.0, 2949120, 842.0, 126575.0, 2654239,
15, 1.0, 86690.0, 112896, 33.0, 87233.0, 2359296, 63.0, 87248.0, 1806336, -1840.0, 47300.0, 72160, -1808.0, 87090.0, 2359296, 748.0, 87839.0, 1806367,
16, 1.0, 86690.0, 115200, 33.0, 87233.0, 2359296, 63.0, 87256.0, 1843200, -1840.0, 60014.0, 54140, -1808.0, 87090.0, 2359296, 906.0, 87839.0, 1843231,
17, 1.0, 9122.0, 16384, 33.0, 9665.0, 262144, 63.0, 9695.0, 262144, -1288.0, -1.0, 12544, -1808.0, 9508.0, 262144, 748.0, 9823.0, 262175,
18, 1.0, 86690.0, 115200, 33.0, 87233.0, 2359296, 63.0, 87256.0, 1843200, -1840.0, 60014.0, 54140, -1808.0, 87090.0, 2359296, 906.0, 87839.0, 1843231,
19, 1.0, 86690.0, 115200, 33.0, 87233.0, 2359296, 63.0, 87256.0, 1843200, -1840.0, 60014.0, 54140, -1808.0, 87090.0, 2359296, 906.0, 87839.0, 1843231,
20, 1.0, 16442.0, 512, 33.0, 17473.0, 512000, 63.0, 17472.0, 16000, -74.0, -1.0, 512, -1808.0, 16983.0, 512000, 17503.0, 18002.0, 16000,
