LayerID, SRAM IFMAP Start Cycle, SRAM IFMAP Stop Cycle, SRAM IFMAP Reads, SRAM Filter Start Cycle, SRAM Filter Stop Cycle, SRAM Filter Reads, SRAM OFMAP Start Cycle, SRAM OFMAP Stop Cycle, SRAM OFMAP Writes, DRAM IFMAP Start Cycle, DRAM IFMAP Stop Cycle, DRAM IFMAP Reads, DRAM Filter Start Cycle, DRAM Filter Stop Cycle, DRAM Filter Reads, DRAM OFMAP Start Cycle, DRAM OFMAP Stop Cycle, DRAM OFMAP Writes,
0, 1.0, 158341.0, 3557400, 1.0, 158391.0, 3565632, 146.0, 158421.0, 822912, -3685.0, 142470.0, 326864, -959.0, -1.0, 9408, 7670.0, 158429.0, 774431,
1, 1.0, 117333.0, 3359232, 1.0, 117361.0, 3391488, 575.0, 117391.0, 198400, -3685.0, 114676.0, 492874, -3685.0, 59299.0, 55282, 23543.0, 117463.0, 186655,
2, 1.0, 117333.0, 3359232, 1.0, 117361.0, 3391488, 575.0, 117391.0, 198400, -3685.0, 114676.0, 492874, -3685.0, 59299.0, 55282, 23543.0, 117463.0, 186655,
3, 1.0, 117333.0, 3359232, 1.0, 117361.0, 3391488, 575.0, 117391.0, 198400, -3685.0, 114676.0, 492874, -3685.0, 59299.0, 55282, 23543.0, 117463.0, 186655,
4, 1.0, 117333.0, 3359232, 1.0, 117361.0, 3391488, 575.0, 117391.0, 198400, -3685.0, 114676.0, 492874, -3685.0, 59299.0, 55282, 23543.0, 117463.0, 186655,
5, 1.0, 63560.0, 1806336, 1.0, 63769.0, 1843200, 575.0, 63799.0, 106752, -3685.0, 62632.0, 858856, -3685.0, 48453.0, 128982, 23574.0, 64631.0, 100383,
6, 1.0, 106773.0, 3115008, 1.0, 106801.0, 3244032, 1151.0, 106831.0, 92160, -3685.0, 99217.0, 472152, -3685.0, 106747.0, 3244032, 44902.0, 107231.0, 86559,
7, 1.0, 13430.0, 215296, 1.0, 13577.0, 221184, 63.0, 13607.0, 114560, -3685.0, 12359.0, 200704, -885.0, -1.0, 8192, 4638.0, 14667.0, 107679,
8, 1.0, 106773.0, 3115008, 1.0, 106801.0, 3244032, 1151.0, 106831.0, 92160, -3685.0, 99217.0, 472152, -3685.0, 106747.0, 3244032, 44902.0, 107231.0, 86559,
9, 1.0, 106773.0, 3115008, 1.0, 106801.0, 3244032, 1151.0, 106831.0, 92160, -3685.0, 99217.0, 472152, -3685.0, 106747.0, 3244032, 44902.0, 107231.0, 86559,
10, 1.0, 67540.0, 1806336, 1.0, 67953.0, 2064384, 1151.0, 67983.0, 53760, -3685.0, 64384.0, 882294, -3685.0, 67913.0, 2064384, 49738.0, 68399.0, 50207,
11, 1.0, 94593.0, 2654208, 1.0, 94609.0, 2949120, 2303.0, 94639.0, 39424, -3685.0, 91699.0, 493131, -3685.0, 94559.0, 2949120, 94639.0, 95790.0, 36864,
12, 1.0, 11924.0, 230400, 1.0, 12129.0, 262144, 127.0, 12159.0, 61696, -2580.0, -1.0, 25088, -3317.0, -1.0, 32768, 7772.0, 12807.0, 57631,
13, 1.0, 94593.0, 2654208, 1.0, 94609.0, 2949120, 2303.0, 94639.0, 39424, -3685.0, 91699.0, 493131, -3685.0, 94559.0, 2949120, 94639.0, 95790.0, 36864,
14, 1.0, 94593.0, 2654208, 1.0, 94609.0, 2949120, 2303.0, 94639.0, 39424, -3685.0, 91699.0, 493131, -3685.0, 94559.0, 2949120, 94639.0, 95790.0, 36864,
15, 1.0, 75658.0, 1806336, 1.0, 75681.0, 2359296, 2303.0, 75711.0, 27136, -3685.0, 73816.0, 1157769, -3685.0, 75638.0, 2359296, 75711.0, 76494.0, 25088,
16, 1.0, 74682.0, 1843200, 1.0, 74689.0, 2359296, 4614.0, 74719.0, 13824, -2580.0, -1.0, 25088, -3685.0, 74646.0, 2359296, 74719.0, 75118.0, 12800,
17, 1.0, 10136.0, 262144, 1.0, 10145.0, 262144, 255.0, 10175.0, 34816, -1327.0, -1.0, 12544, -3685.0, 7776.0, 143318, 10175.0, 11198.0, 32768,
18, 1.0, 74682.0, 1843200, 1.0, 74689.0, 2359296, 4614.0, 74719.0, 13824, -2580.0, -1.0, 25088, -3685.0, 74646.0, 2359296, 74719.0, 75118.0, 12800,
19, 1.0, 74682.0, 1843200, 1.0, 74689.0, 2359296, 4614.0, 74719.0, 13824, -2580.0, -1.0, 25088, -3685.0, 74646.0, 2359296, 74719.0, 75118.0, 12800,
20, 1.0, 18306.0, 16384, 1.0, 18313.0, 512000, 542.0, 18343.0, 3048, -74.0, -1.0, 512, -3685.0, 16784.0, 512000, 18367.0, 18398.0, 1000,
