LayerID, Avg IFMAP SRAM BW, Avg FILTER SRAM BW, Avg OFMAP SRAM BW, Avg IFMAP DRAM BW, Avg FILTER DRAM BW, Avg OFMAP DRAM BW,
0, 26.204100580270794, 0.06684719535783365, 31.05671179883946, 11.313634045033885, 7.783783783783784, 32.93430118110236,
1, 93.06449459206837, 0.007691280544799038, 0.9694218186673789, 33.73766833597136, 7.783783783783784, 1.9672193119835826,
2, 31.05671179883946, 0.15845261121856866, 62.11342359767892, 28.81194372667241, 9.266968325791856, 64.58679214929215,
3, 102.69691284325431, 0.032747740064813236, 0.8914662573199159, 93.73469173406154, 7.783783783783784, 127.47967479674797,
4, 57.066818311060565, 2.3292578902473697, 114.13363662212113, 42.27127211457456, 9.671782762691853, 126.7471590909091,
5, 113.17785788888514, 0.038812708466695864, 0.8842020147569152, 107.93406805256562, 7.783783783783784, 3.0086708499714776,
6, 114.13363662212113, 4.6585157804947395, 114.13363662212113, 81.52071486596263, 9.893719806763285, 126.7471590909091,
7, 86.07338225483656, 0.10978747736586296, 0.6724482988659106, 74.40654797063539, 7.783783783783784, 126.0,
8, 86.10210210210211, 14.057486057486058, 86.10210210210211, 53.89473684210526, 10.83956334766788, 100.51601601601601,
9, 81.78879378249225, 0.12098933991492937, 0.6389749514257207, 76.07228680277424, 8.930232558139535, 126.75,
10, 86.08363714346987, 14.054471370362428, 86.08363714346987, 66.12981878088962, 12.165583812882867, 93.07719054242003,
11, 43.409016629818325, 0.2214745746419302, 0.33913294242045566, 36.30608284822408, 8.930232558139535, 126.0,
12, 43.41423318191651, 28.352152282067923, 43.41423318191651, 33.361702127659576, 21.852617539179725, 46.82466775472138,
13, 35.043675732770005, 0.24335885925534725, 0.27377871666226566, 32.40791208791209, 9.620041753653444, 126.4390243902439,
14, 43.409538228614686, 28.349086190115713, 43.409538228614686, 37.67674113009198, 24.72123726895511, 45.13150500168596,
15, 35.043675732770005, 0.24335885925534725, 0.27377871666226566, 32.40791208791209, 9.620041753653444, 126.4390243902439,
16, 43.409538228614686, 28.349086190115713, 43.409538228614686, 37.67674113009198, 24.72123726895511, 45.13150500168596,
17, 35.043675732770005, 0.24335885925534725, 0.27377871666226566, 32.40791208791209, 9.620041753653444, 126.4390243902439,
18, 43.409538228614686, 28.349086190115713, 43.409538228614686, 37.67674113009198, 24.72123726895511, 45.13150500168596,
19, 35.043675732770005, 0.24335885925534725, 0.27377871666226566, 32.40791208791209, 9.620041753653444, 126.4390243902439,
20, 43.409538228614686, 28.349086190115713, 43.409538228614686, 37.67674113009198, 24.72123726895511, 45.13150500168596,
21, 35.043675732770005, 0.24335885925534725, 0.27377871666226566, 32.40791208791209, 9.620041753653444, 126.4390243902439,
22, 43.409538228614686, 28.349086190115713, 43.409538228614686, 37.67674113009198, 24.72123726895511, 45.13150500168596,
23, 14.553142120528522, 0.2970029004189494, 0.11369642281662908, 12.041392285983067, 9.620041753653444, 126.0,
24, 14.553259372054239, 38.01667754332536, 14.553259372054239, 13.930038867295947, 34.35926338554296, 15.869695772421968,
25, 2.946396220382935, 0.3273773578203261, 0.02301872047174168, 3.11913357400722, 9.630094043887148, 108.0,
26, 14.552731755066526, 38.01529927854113, 14.552731755066526, 14.217184954310406, 36.56505213237089, 15.191820211115735,
