config,Avg IFMAP SRAM BW,Avg FILTER SRAM BW,Avg OFMAP SRAM BW,Avg IFMAP DRAM BW,Avg FILTER DRAM BW,Avg OFMAP DRAM BW
16_16_ws,11.919173641537823,1.395862317743402,11.98071542323386,11.233080258168192,2.340492646822757,12.052423227542013
