LayerID, SRAM IFMAP Start Cycle, SRAM IFMAP Stop Cycle, SRAM IFMAP Reads, SRAM Filter Start Cycle, SRAM Filter Stop Cycle, SRAM Filter Reads, SRAM OFMAP Start Cycle, SRAM OFMAP Stop Cycle, SRAM OFMAP Writes, DRAM IFMAP Start Cycle, DRAM IFMAP Stop Cycle, DRAM IFMAP Reads, DRAM Filter Start Cycle, DRAM Filter Stop Cycle, DRAM Filter Reads, DRAM OFMAP Start Cycle, DRAM OFMAP Stop Cycle, DRAM OFMAP Writes,
0, 65.0, 12624.0, 338688, 38.0, 64.0, 864, 127.0, 12701.0, 401408, -1776.0, 11946.0, 155257, -111.0, -1.0, 864, 718.0, 12957.0, 401471,
1, 65.0, 61355.0, 3484800, 1.0, 49224.0, 288, 127.0, 61386.0, 60500, -1776.0, 61216.0, 2083152, -37.0, -1.0, 288, 18749.0, 61531.0, 60563,
2, 65.0, 12639.0, 401408, 33.0, 64.0, 2048, 127.0, 12733.0, 802816, -1776.0, 12155.0, 401408, -221.0, -1.0, 2048, 446.0, 12893.0, 802879,
3, 65.0, 29814.0, 1806336, 1.0, 26672.0, 576, 127.0, 29870.0, 28224, -1776.0, 29801.0, 1784896, -74.0, -1.0, 576, 19509.0, 30086.0, 28287,
4, 65.0, 6589.0, 401408, 1.0, 3390.0, 8192, 127.0, 6651.0, 401408, -1776.0, 6323.0, 401408, -847.0, -1.0, 8192, 446.0, 6875.0, 401471,
5, 65.0, 55845.0, 3359232, 1.0, 52866.0, 1152, 127.0, 55844.0, 52488, -1776.0, 55651.0, 3359232, -148.0, -1.0, 1152, 19699.0, 56152.0, 52551,
6, 65.0, 13241.0, 802816, 1.0, 10042.0, 16384, 127.0, 13303.0, 802816, -1776.0, 13028.0, 802816, -1656.0, -1.0, 16384, 446.0, 13463.0, 802879,
7, 65.0, 17440.0, 903168, 1.0, 16622.0, 1152, 127.0, 17468.0, 14112, -1776.0, 17134.0, 881792, -148.0, -1.0, 1152, 17531.0, 17751.0, 14112,
8, 65.0, 7729.0, 401408, 1.0, 6882.0, 32768, 127.0, 7791.0, 401408, -1776.0, 7463.0, 401408, -1840.0, 3928.0, 32768, 446.0, 8015.0, 401471,
9, 65.0, 31113.0, 1557504, 1.0, 30374.0, 2304, 127.0, 31112.0, 24336, -1776.0, 30896.0, 1557504, -258.0, -1.0, 2304, 23689.0, 31268.0, 24399,
10, 65.0, 15521.0, 802816, 1.0, 14674.0, 65536, 127.0, 15583.0, 802816, -1776.0, 15308.0, 802816, -1840.0, 12693.0, 65536, 446.0, 15743.0, 802879,
11, 65.0, 13818.0, 451584, 1.0, 13574.0, 2304, 127.0, 13832.0, 7056, -1776.0, 13667.0, 430336, -258.0, -1.0, 2304, 13895.0, 14005.0, 7056,
12, 65.0, 12289.0, 401408, 1.0, 12030.0, 131072, 127.0, 12351.0, 401408, -1776.0, 11833.0, 401408, -1840.0, 11995.0, 131072, 636.0, 12575.0, 401471,
13, 65.0, 23985.0, 663552, 1.0, 23778.0, 4608, 127.0, 23984.0, 10368, -1776.0, 23938.0, 663552, -479.0, -1.0, 4608, 24047.0, 24208.0, 10368,
14, 65.0, 24641.0, 802816, 1.0, 24382.0, 262144, 127.0, 24703.0, 802816, -1776.0, 24425.0, 802816, -1840.0, 23989.0, 262144, 636.0, 24863.0, 802879,
15, 65.0, 23985.0, 663552, 1.0, 23778.0, 4608, 127.0, 23984.0, 10368, -1776.0, 23938.0, 663552, -479.0, -1.0, 4608, 24047.0, 24208.0, 10368,
16, 65.0, 24641.0, 802816, 1.0, 24382.0, 262144, 127.0, 24703.0, 802816, -1776.0, 24425.0, 802816, -1840.0, 23989.0, 262144, 636.0, 24863.0, 802879,
17, 65.0, 23985.0, 663552, 1.0, 23778.0, 4608, 127.0, 23984.0, 10368, -1776.0, 23938.0, 663552, -479.0, -1.0, 4608, 24047.0, 24208.0, 10368,
18, 65.0, 24641.0, 802816, 1.0, 24382.0, 262144, 127.0, 24703.0, 802816, -1776.0, 24425.0, 802816, -1840.0, 23989.0, 262144, 636.0, 24863.0, 802879,
19, 65.0, 23985.0, 663552, 1.0, 23778.0, 4608, 127.0, 23984.0, 10368, -1776.0, 23938.0, 663552, -479.0, -1.0, 4608, 24047.0, 24208.0, 10368,
20, 65.0, 24641.0, 802816, 1.0, 24382.0, 262144, 127.0, 24703.0, 802816, -1776.0, 24425.0, 802816, -1840.0, 23989.0, 262144, 636.0, 24863.0, 802879,
21, 65.0, 23985.0, 663552, 1.0, 23778.0, 4608, 127.0, 23984.0, 10368, -1776.0, 23938.0, 663552, -479.0, -1.0, 4608, 24047.0, 24208.0, 10368,
22, 65.0, 24641.0, 802816, 1.0, 24382.0, 262144, 127.0, 24703.0, 802816, -1776.0, 24425.0, 802816, -1840.0, 23989.0, 262144, 636.0, 24863.0, 802879,
23, 65.0, 17137.0, 225792, 1.0, 17033.0, 4608, 127.0, 17144.0, 3528, -1776.0, 16884.0, 204800, -479.0, -1.0, 4608, 17207.0, 17262.0, 3528,
24, 65.0, 30529.0, 401408, 1.0, 30417.0, 524288, 127.0, 30591.0, 401408, -1776.0, 29498.0, 401408, -1840.0, 29925.0, 524288, 1406.0, 30815.0, 401471,
25, 65.0, 28593.0, 82944, 1.0, 28521.0, 9216, 127.0, 28592.0, 1296, -1776.0, 25391.0, 82944, -957.0, -1.0, 9216, 28655.0, 28675.0, 1296,
26, 65.0, 61121.0, 802816, 1.0, 61009.0, 1048576, 127.0, 61183.0, 802816, -1776.0, 60335.0, 802816, -1840.0, 60025.0, 1048576, 1406.0, 61343.0, 802879,
