LayerID, Avg IFMAP SRAM BW, Avg FILTER SRAM BW, Avg OFMAP SRAM BW, Avg IFMAP DRAM BW, Avg FILTER DRAM BW, Avg OFMAP DRAM BW,
0, 1.4768847857937195, 0.046153936676610594, 1.476912244365599, 1.4965907662345177, 0.08108108108108109, 0.5309767457601307,
1, 1.4767705338167272, 1.4769346168271034, 16.736842105263158, 1.4773900230866814, 2.5945945945945947, 15.870762811934188,
2, 29.684659357423463, 0.9280748149951284, 0.11135180939638961, 6.424612831417105, 7.207207207207207, 0.05340385991001599,
3, 29.68465025674419, 29.698384974954067, 1.2616319727071528, 6.420800397969302, 29.685679989874977, 1.1933376777232931,
4, 30.774253632157755, 30.806276788902977, 0.6539929186292838, 13.801442415624065, 30.78132587231484, 0.6277905755020723,
5, 30.774738298262964, 30.80626763877754, 0.6540026005137312, 7.180696718335667, 30.7924024852322, 0.6218620765402301,
6, 31.359676571876076, 0.9809939122955565, 0.029419777174622404, 8.287017109184049, 9.63855421686747, 31.967248908296945,
7, 21.52626608079346, 21.557952744464387, 5.718409531830621, 21.468153336285205, 9.893719806763285, 5.429186856142351,
8, 31.199021100318877, 0.9809958260514132, 0.029369610614877913, 14.062944618830544, 9.63855421686747, 31.803418803418804,
9, 31.25289307990547, 31.39179482692727, 0.33214880256588425, 8.41668943194494, 31.378536202079054, 0.319178572257264,
10, 31.552783122547776, 0.9904068035688608, 0.014834190398586699, 9.900025721079519, 9.653092006033182, 31.858407079646017,
11, 31.552783122547776, 0.9904068035688608, 0.014834190398586699, 9.900025721079519, 9.653092006033182, 31.858407079646017,
12, 25.05022913109893, 0.8051037829095157, 0.29912840327073414, 21.58985340141657, 6.918918918918919, 31.114285714285714,
13, 25.7611645118693, 25.7611645118693, 3.4214046617326415, 25.58438453092595, 1.005540780141844, 3.3376343949125675,
14, 28.545108074263624, 0.8920346273207382, 0.16725649262263842, 26.373962472961416, 6.918918918918919, 32.0,
15, 31.20892927671988, 0.9951826937729553, 0.007414111068608517, 13.932418702335005, 9.937888198757763, 31.36,
16, 28.5436511312171, 28.5436511312171, 1.8954768329323857, 28.42593797440902, 1.0538638985005766, 1.850748850162901,
17, 28.545108074263624, 0.8920346273207382, 0.16725649262263842, 26.373962472961416, 6.918918918918919, 32.0,
18, 28.545108074263624, 0.8920346273207382, 0.16725649262263842, 26.373962472961416, 6.918918918918919, 32.0,
19, 28.5436511312171, 28.5436511312171, 1.8954768329323857, 28.42593797440902, 1.0538638985005766, 1.850748850162901,
20, 31.20892927671988, 0.9951826937729553, 0.007414111068608517, 13.932418702335005, 9.937888198757763, 31.36,
21, 28.545108074263624, 0.8920346273207382, 0.16725649262263842, 26.373962472961416, 6.918918918918919, 32.0,
22, 31.20892927671988, 0.9951826937729553, 0.007414111068608517, 13.932418702335005, 9.937888198757763, 31.36,
23, 28.5436511312171, 28.5436511312171, 1.8954768329323857, 28.42593797440902, 1.0538638985005766, 1.850748850162901,
24, 27.98969823606589, 0.9951892706156762, 0.007162641527771029, 29.03169487254861, 9.937888198757763, 28.125,
25, 28.543748256126527, 28.543748256126527, 1.895483282633402, 28.31502059002228, 4.067206387933902, 1.9245168062600475,
26, 24.441283635017438, 0.9976034136741811, 0.0034487461761783214, 22.616431027894535, 1.322894866031057, 24.5,
27, 28.73064243350038, 0.9975917511632075, 0.0036162700979666274, 27.33794423688517, 1.137889038039275, 28.8,
28, 8.978605666186041, 0.997622851798449, 0.0028447839133315146, 8.105636314991528, 1.2647596462625363, 9.0,
