LayerID, SRAM IFMAP Start Cycle, SRAM IFMAP Stop Cycle, SRAM IFMAP Reads, SRAM Filter Start Cycle, SRAM Filter Stop Cycle, SRAM Filter Reads, SRAM OFMAP Start Cycle, SRAM OFMAP Stop Cycle, SRAM OFMAP Writes, DRAM IFMAP Start Cycle, DRAM IFMAP Stop Cycle, DRAM IFMAP Reads, DRAM Filter Start Cycle, DRAM Filter Stop Cycle, DRAM Filter Reads, DRAM OFMAP Start Cycle, DRAM OFMAP Stop Cycle, DRAM OFMAP Writes,
0, 1.0, 89351.0, 677376, 1.0, 89361.0, 677376, 26.0, 89375.0, 451584, -1840.0, 84428.0, 311072, -111.0, -1.0, 864, 4130.0, 90271.0, 401423,
1, 1.0, 240699.0, 3484800, 1.0, 240696.0, 218016, 287.0, 240710.0, 36324, -1840.0, 237763.0, 637120, -37.0, -1.0, 288, 240725.0, 241481.0, 12100,
2, 1.0, 194417.0, 1605632, 1.0, 194417.0, 1605632, 31.0, 194431.0, 903168, -1840.0, 193838.0, 1605632, -221.0, -1.0, 2048, 4495.0, 195071.0, 802831,
3, 1.0, 118568.0, 1806336, 1.0, 118746.0, 112896, 575.0, 118760.0, 9408, -1840.0, 116196.0, 1193984, -74.0, -1.0, 576, 118775.0, 118970.0, 3136,
4, 1.0, 147377.0, 1605632, 1.0, 147377.0, 1605632, 63.0, 147391.0, 451584, -1840.0, 146948.0, 1605632, -847.0, -1.0, 8192, 6831.0, 148287.0, 401423,
5, 1.0, 216279.0, 3359232, 1.0, 216276.0, 210816, 1151.0, 216290.0, 8772, -1840.0, 214754.0, 1181908, -148.0, -1.0, 1152, 216305.0, 216487.0, 2916,
6, 1.0, 247729.0, 3211264, 1.0, 247729.0, 3211264, 127.0, 247743.0, 451584, -1840.0, 246998.0, 3211264, -1656.0, -1.0, 16384, 11503.0, 248639.0, 401423,
7, 1.0, 57518.0, 903168, 1.0, 57888.0, 56448, 1151.0, 57902.0, 2352, -1840.0, 56128.0, 581568, -148.0, -1.0, 1152, 57917.0, 57965.0, 784,
8, 1.0, 123857.0, 1605632, 1.0, 123857.0, 1605632, 127.0, 123871.0, 225792, -1840.0, 123488.0, 1605632, -1840.0, 62072.0, 34784, 11503.0, 124895.0, 200719,
9, 1.0, 100335.0, 1557504, 1.0, 100332.0, 99072, 2303.0, 100346.0, 2052, -1840.0, 97496.0, 578838, -258.0, -1.0, 2304, 100361.0, 100403.0, 676,
10, 1.0, 224209.0, 3211264, 1.0, 224209.0, 3211264, 255.0, 224223.0, 225792, -1840.0, 223538.0, 3211264, -1840.0, 168302.0, 71584, 20847.0, 225247.0, 200719,
11, 1.0, 29546.0, 451584, 1.0, 30312.0, 29952, 2303.0, 30326.0, 612, -1840.0, 27391.0, 225739, -258.0, -1.0, 2304, 30341.0, 30353.0, 196,
12, 1.0, 118949.0, 1605632, 1.0, 118961.0, 1703936, 255.0, 118975.0, 113664, -1840.0, 118430.0, 1605632, -1840.0, 104238.0, 145184, 21725.0, 119487.0, 100367,
13, 1.0, 41727.0, 663552, 1.0, 41712.0, 41472, 4607.0, 41726.0, 432, -1840.0, 40269.0, 175658, -479.0, -1.0, 4608, 41741.0, 41749.0, 144,
14, 1.0, 225445.0, 3211264, 1.0, 225457.0, 3407872, 511.0, 225471.0, 113664, -1840.0, 224432.0, 3211264, -1840.0, 211514.0, 292384, 41181.0, 225983.0, 100367,
15, 1.0, 41727.0, 663552, 1.0, 41712.0, 41472, 4607.0, 41726.0, 432, -1840.0, 40269.0, 175658, -479.0, -1.0, 4608, 41741.0, 41749.0, 144,
16, 1.0, 225445.0, 3211264, 1.0, 225457.0, 3407872, 511.0, 225471.0, 113664, -1840.0, 224432.0, 3211264, -1840.0, 211514.0, 292384, 41181.0, 225983.0, 100367,
17, 1.0, 41727.0, 663552, 1.0, 41712.0, 41472, 4607.0, 41726.0, 432, -1840.0, 40269.0, 175658, -479.0, -1.0, 4608, 41741.0, 41749.0, 144,
18, 1.0, 225445.0, 3211264, 1.0, 225457.0, 3407872, 511.0, 225471.0, 113664, -1840.0, 224432.0, 3211264, -1840.0, 211514.0, 292384, 41181.0, 225983.0, 100367,
19, 1.0, 41727.0, 663552, 1.0, 41712.0, 41472, 4607.0, 41726.0, 432, -1840.0, 40269.0, 175658, -479.0, -1.0, 4608, 41741.0, 41749.0, 144,
20, 1.0, 225445.0, 3211264, 1.0, 225457.0, 3407872, 511.0, 225471.0, 113664, -1840.0, 224432.0, 3211264, -1840.0, 211514.0, 292384, 41181.0, 225983.0, 100367,
21, 1.0, 41727.0, 663552, 1.0, 41712.0, 41472, 4607.0, 41726.0, 432, -1840.0, 40269.0, 175658, -479.0, -1.0, 4608, 41741.0, 41749.0, 144,
22, 1.0, 225445.0, 3211264, 1.0, 225457.0, 3407872, 511.0, 225471.0, 113664, -1840.0, 224432.0, 3211264, -1840.0, 211514.0, 292384, 41181.0, 225983.0, 100367,
23, 1.0, 16474.0, 225792, 1.0, 18522.0, 18432, 4607.0, 18536.0, 177, -1840.0, 12545.0, 158073, -479.0, -1.0, 4608, 18551.0, 18554.0, 49,
24, 1.0, 138722.0, 1605632, 1.0, 138737.0, 2097152, 511.0, 138751.0, 58368, -1840.0, 137918.0, 1605632, -1840.0, 134550.0, 586784, 50933.0, 139583.0, 50191,
25, 1.0, 9224.0, 82944, 1.0, 9216.0, 9216, 9222.0, 9230.0, 41, -1840.0, 8182.0, 82943, -957.0, -1.0, 9216, 9245.0, 9245.0, 9,
26, 1.0, 269794.0, 3211264, 1.0, 269809.0, 4194304, 1023.0, 269823.0, 58368, -1840.0, 268208.0, 3211264, -1840.0, 265742.0, 1175584, 99061.0, 270655.0, 50191,
