LayerID, SRAM IFMAP Start Cycle, SRAM IFMAP Stop Cycle, SRAM IFMAP Reads, SRAM Filter Start Cycle, SRAM Filter Stop Cycle, SRAM Filter Reads, SRAM OFMAP Start Cycle, SRAM OFMAP Stop Cycle, SRAM OFMAP Writes, DRAM IFMAP Start Cycle, DRAM IFMAP Stop Cycle, DRAM IFMAP Reads, DRAM Filter Start Cycle, DRAM Filter Stop Cycle, DRAM Filter Reads, DRAM OFMAP Start Cycle, DRAM OFMAP Stop Cycle, DRAM OFMAP Writes,
0, 33.0, 12592.0, 338688, 6.0, 32.0, 864, 63.0, 12637.0, 401408, -3653.0, 12129.0, 152883, -148.0, -1.0, 864, 1230.0, 13661.0, 401439,
1, 33.0, 109715.0, 3484800, 1.0, 97584.0, 288, 63.0, 109714.0, 108900, -3653.0, 109047.0, 3484800, -74.0, -1.0, 288, 37209.0, 110845.0, 108931,
2, 33.0, 25245.0, 802816, 1.0, 12670.0, 2048, 63.0, 25275.0, 802816, -3653.0, 24325.0, 802816, -222.0, -1.0, 2048, 1230.0, 26171.0, 802847,
3, 33.0, 58052.0, 1806336, 1.0, 54942.0, 576, 63.0, 58108.0, 56448, -3653.0, 57525.0, 1784896, -74.0, -1.0, 576, 37961.0, 58751.0, 56479,
4, 33.0, 25809.0, 802816, 1.0, 22642.0, 8192, 63.0, 25839.0, 802816, -3653.0, 24889.0, 802816, -885.0, -1.0, 8192, 1230.0, 26735.0, 802847,
5, 33.0, 108329.0, 3359232, 1.0, 105382.0, 1152, 63.0, 108328.0, 104976, -3653.0, 108130.0, 3359232, -148.0, -1.0, 1152, 38055.0, 109336.0, 105007,
6, 33.0, 51649.0, 1605632, 1.0, 48482.0, 16384, 63.0, 51679.0, 1605632, -3653.0, 50975.0, 1605632, -1696.0, -1.0, 16384, 1230.0, 52319.0, 1605663,
7, 33.0, 31548.0, 903168, 1.0, 30762.0, 1152, 63.0, 31576.0, 28224, -3653.0, 30302.0, 881792, -148.0, -1.0, 1152, 31607.0, 32488.0, 28224,
8, 33.0, 28065.0, 802816, 1.0, 27250.0, 32768, 63.0, 28095.0, 802816, -3653.0, 27051.0, 802816, -3317.0, -1.0, 32768, 1324.0, 28991.0, 802847,
9, 33.0, 55409.0, 1557504, 1.0, 54702.0, 2304, 63.0, 55408.0, 48672, -3653.0, 55088.0, 1557504, -295.0, -1.0, 2304, 42003.0, 55808.0, 48703,
10, 33.0, 56161.0, 1605632, 1.0, 55346.0, 65536, 63.0, 56191.0, 1605632, -3653.0, 55487.0, 1605632, -3685.0, 30762.0, 65536, 1324.0, 56831.0, 1605663,
11, 33.0, 20834.0, 451584, 1.0, 20622.0, 2304, 63.0, 20848.0, 14112, -3653.0, 19547.0, 430336, -295.0, -1.0, 2304, 20879.0, 21319.0, 14112,
12, 33.0, 37089.0, 802816, 1.0, 36862.0, 131072, 63.0, 37119.0, 802816, -3653.0, 35793.0, 802816, -3685.0, 31061.0, 131072, 1700.0, 38015.0, 802847,
13, 33.0, 34241.0, 663552, 1.0, 34066.0, 4608, 63.0, 34240.0, 20736, -3653.0, 34220.0, 663552, -516.0, -1.0, 4608, 34271.0, 34918.0, 20736,
14, 33.0, 74209.0, 1605632, 1.0, 73982.0, 262144, 63.0, 74239.0, 1605632, -3653.0, 73253.0, 1605632, -3685.0, 72819.0, 262144, 1700.0, 74879.0, 1605663,
15, 33.0, 34241.0, 663552, 1.0, 34066.0, 4608, 63.0, 34240.0, 20736, -3653.0, 34220.0, 663552, -516.0, -1.0, 4608, 34271.0, 34918.0, 20736,
16, 33.0, 74209.0, 1605632, 1.0, 73982.0, 262144, 63.0, 74239.0, 1605632, -3653.0, 73253.0, 1605632, -3685.0, 72819.0, 262144, 1700.0, 74879.0, 1605663,
17, 33.0, 34241.0, 663552, 1.0, 34066.0, 4608, 63.0, 34240.0, 20736, -3653.0, 34220.0, 663552, -516.0, -1.0, 4608, 34271.0, 34918.0, 20736,
18, 33.0, 74209.0, 1605632, 1.0, 73982.0, 262144, 63.0, 74239.0, 1605632, -3653.0, 73253.0, 1605632, -3685.0, 72819.0, 262144, 1700.0, 74879.0, 1605663,
19, 33.0, 34241.0, 663552, 1.0, 34066.0, 4608, 63.0, 34240.0, 20736, -3653.0, 34220.0, 663552, -516.0, -1.0, 4608, 34271.0, 34918.0, 20736,
20, 33.0, 74209.0, 1605632, 1.0, 73982.0, 262144, 63.0, 74239.0, 1605632, -3653.0, 73253.0, 1605632, -3685.0, 72819.0, 262144, 1700.0, 74879.0, 1605663,
21, 33.0, 34241.0, 663552, 1.0, 34066.0, 4608, 63.0, 34240.0, 20736, -3653.0, 34220.0, 663552, -516.0, -1.0, 4608, 34271.0, 34918.0, 20736,
22, 33.0, 74209.0, 1605632, 1.0, 73982.0, 262144, 63.0, 74239.0, 1605632, -3653.0, 73253.0, 1605632, -3685.0, 72819.0, 262144, 1700.0, 74879.0, 1605663,
