LayerID, Total Cycles, Stall Cycles, Overall Util %, Mapping Efficiency %, Compute Util %,
0, 207107, 0, 36.34063551690672, 74.95219885277247, 31.14896575699635,
1, 847559, 0, 2.8552584539837347, 99.93392798149983, 2.1724766952499963,
2, 307523, 0, 58.01307725131309, 88.83223567735996, 52.15837691147741,
3, 440159, 0, 2.849879248180771, 99.74554707379136, 2.168381458125899,
4, 254663, 0, 70.05476082334519, 88.66270851003677, 65.60015427332199,
5, 816479, 0, 2.8571463564892667, 100.0, 2.1739130434782608,
6, 466883, 0, 76.42323903657042, 96.72295473822192, 71.5638046618058,
7, 221759, 0, 2.828295582140973, 98.98989898989899, 2.1519543258673695,
8, 210539, 0, 84.73658350973243, 95.99020508111418, 81.6395099693197,
9, 383039, 0, 2.8237333535227482, 98.83040935672514, 2.1484871599288073,
10, 421079, 0, 84.73638227294904, 95.99020508111418, 81.6395099693197,
11, 114239, 0, 2.745122068645559, 96.07843137254902, 2.0886615515771525,
12, 204203, 0, 87.36578578941325, 93.16696375519905, 85.64000977138583,
13, 161279, 0, 2.8571605726722016, 100.0, 2.1739130434782608,
14, 399125, 0, 89.39733444688032, 95.33363733090135, 87.63163790560411,
15, 161279, 0, 2.8571605726722016, 100.0, 2.1739130434782608,
16, 399125, 0, 89.39733444688032, 95.33363733090135, 87.63163790560411,
17, 161279, 0, 2.8571605726722016, 100.0, 2.1739130434782608,
18, 399125, 0, 89.39733444688032, 95.33363733090135, 87.63163790560411,
19, 161279, 0, 2.8571605726722016, 100.0, 2.1739130434782608,
20, 399125, 0, 89.39733444688032, 95.33363733090135, 87.63163790560411,
21, 161279, 0, 2.8571605726722016, 100.0, 2.1739130434782608,
22, 399125, 0, 89.39733444688032, 95.33363733090135, 87.63163790560411,
23, 67199, 0, 2.333368056072263, 81.66666666666667, 1.7753623188405798,
24, 227469, 0, 78.42983244114826, 81.03359173126616, 77.6224489549266,
25, 26879, 0, 2.142936865210759, 75.0, 1.6304347826086956,
26, 454939, 0, 78.42966004477768, 81.03359173126616, 77.6224489549266,
