LayerID, SRAM IFMAP Start Cycle, SRAM IFMAP Stop Cycle, SRAM IFMAP Reads, SRAM Filter Start Cycle, SRAM Filter Stop Cycle, SRAM Filter Reads, SRAM OFMAP Start Cycle, SRAM OFMAP Stop Cycle, SRAM OFMAP Writes, DRAM IFMAP Start Cycle, DRAM IFMAP Stop Cycle, DRAM IFMAP Reads, DRAM Filter Start Cycle, DRAM Filter Stop Cycle, DRAM Filter Reads, DRAM OFMAP Start Cycle, DRAM OFMAP Stop Cycle, DRAM OFMAP Writes,
0, 1.0, 31071.0, 1778700, 1.0, 31089.0, 451584, 146.0, 31343.0, 798976, -1840.0, 29234.0, 175392, -957.0, -1.0, 9408, 866.0, 31536.0, 774655,
1, 1.0, 12621.0, 1679616, 1.0, 12585.0, 442368, 575.0, 12839.0, 192768, -1840.0, 12247.0, 414868, -1840.0, 12547.0, 442368, 1724.0, 13040.0, 186879,
2, 1.0, 12621.0, 1679616, 1.0, 12585.0, 442368, 575.0, 12839.0, 192768, -1840.0, 12247.0, 414868, -1840.0, 12547.0, 442368, 1724.0, 13040.0, 186879,
3, 1.0, 12621.0, 1679616, 1.0, 12585.0, 442368, 575.0, 12839.0, 192768, -1840.0, 12247.0, 414868, -1840.0, 12547.0, 442368, 1724.0, 13040.0, 186879,
4, 1.0, 12621.0, 1679616, 1.0, 12585.0, 442368, 575.0, 12839.0, 192768, -1840.0, 12247.0, 414868, -1840.0, 12547.0, 442368, 1724.0, 13040.0, 186879,
5, 1.0, 3656.0, 451584, 1.0, 3961.0, 294912, 575.0, 4215.0, 102400, -1840.0, 3570.0, 424408, -1840.0, 3930.0, 294912, 782.0, 4375.0, 100607,
6, 1.0, 4639.0, 778752, 1.0, 4603.0, 442368, 1151.0, 4857.0, 88064, -1840.0, 4442.0, 752637, -1840.0, 4565.0, 442368, 1358.0, 5035.0, 86783,
7, 1.0, 1828.0, 53824, 1.0, 1913.0, 32768, 63.0, 2167.0, 109696, -1840.0, 1263.0, 50176, -847.0, -1.0, 8192, 270.0, 2356.0, 107903,
8, 1.0, 4639.0, 778752, 1.0, 4603.0, 442368, 1151.0, 4857.0, 88064, -1840.0, 4442.0, 752637, -1840.0, 4565.0, 442368, 1358.0, 5035.0, 86783,
9, 1.0, 4639.0, 778752, 1.0, 4603.0, 442368, 1151.0, 4857.0, 88064, -1840.0, 4442.0, 752637, -1840.0, 4565.0, 442368, 1358.0, 5035.0, 86783,
10, 1.0, 1332.0, 225792, 1.0, 1407.0, 294912, 1211.0, 1661.0, 50688, -1840.0, 1168.0, 215168, -1840.0, 1376.0, 294912, 1402.0, 1713.0, 50431,
11, 1.0, 2447.0, 331776, 1.0, 2559.0, 589824, 2415.0, 2813.0, 37376, -1840.0, 2414.0, 331776, -1840.0, 2515.0, 589824, 2614.0, 2885.0, 37119,
12, 1.0, 336.0, 28800, 1.0, 383.0, 32768, 158.0, 637.0, 58112, -1840.0, 218.0, 25088, -1840.0, 208.0, 32768, 349.0, 646.0, 57855,
13, 1.0, 2447.0, 331776, 1.0, 2559.0, 589824, 2415.0, 2813.0, 37376, -1840.0, 2414.0, 331776, -1840.0, 2515.0, 589824, 2614.0, 2885.0, 37119,
14, 1.0, 2447.0, 331776, 1.0, 2559.0, 589824, 2415.0, 2813.0, 37376, -1840.0, 2414.0, 331776, -1840.0, 2515.0, 589824, 2614.0, 2885.0, 37119,
15, 1.0, 5158.0, 225792, 1.0, 5373.0, 1179648, 2510.0, 5627.0, 26112, -1840.0, 4827.0, 195584, -1840.0, 5310.0, 1179648, 5468.0, 5653.0, 25343,
16, 1.0, 9750.0, 230400, 1.0, 9981.0, 2359296, 4838.0, 10235.0, 13824, -1840.0, 8336.0, 109240, -1840.0, 9891.0, 2359296, 10235.0, 10284.0, 12800,
17, 1.0, 1076.0, 32768, 1.0, 1277.0, 131072, 447.0, 1531.0, 33792, -1288.0, -1.0, 12544, -1840.0, 1211.0, 131072, 1276.0, 1587.0, 33023,
18, 1.0, 9750.0, 230400, 1.0, 9981.0, 2359296, 4838.0, 10235.0, 13824, -1840.0, 8336.0, 109240, -1840.0, 9891.0, 2359296, 10235.0, 10284.0, 12800,
19, 1.0, 9750.0, 230400, 1.0, 9981.0, 2359296, 4838.0, 10235.0, 13824, -1840.0, 8336.0, 109240, -1840.0, 9891.0, 2359296, 10235.0, 10284.0, 12800,
20, 1.0, 3578.0, 2048, 1.0, 3809.0, 512000, 766.0, 4063.0, 3048, -74.0, -1.0, 512, -1840.0, 3636.0, 512000, 4087.0, 4090.0, 1000,
