LayerID, Total Cycles, Stall Cycles, Overall Util %, Mapping Efficiency %, Compute Util %,
0, 31535, 0, 5.50820269145394, 24.617513020833336, 5.508028027492389,
1, 13031, 0, 12.587291842529353, 23.73046875, 12.586325966850827,
2, 13031, 0, 12.587291842529353, 23.73046875, 12.586325966850827,
3, 13031, 0, 12.587291842529353, 23.73046875, 12.586325966850827,
4, 13031, 0, 12.587291842529353, 23.73046875, 12.586325966850827,
5, 4343, 0, 20.308542482155193, 38.28125, 20.303867403314914,
6, 4985, 0, 30.511534603811434, 44.01041666666667, 30.50541516245487,
7, 2295, 0, 4.580610021786493, 41.064453125, 4.578614982578397,
8, 4985, 0, 30.511534603811434, 44.01041666666667, 30.50541516245487,
9, 4985, 0, 30.511534603811434, 44.01041666666667, 30.50541516245487,
10, 1661, 0, 53.100541842263695, 76.5625, 53.068592057761734,
11, 2813, 0, 46.071809456096695, 56.25, 46.05543710021322,
12, 637, 0, 17.660910518053374, 87.890625, 17.63322884012539,
13, 2813, 0, 46.071809456096695, 56.25, 46.05543710021322,
14, 2813, 0, 46.071809456096695, 56.25, 46.05543710021322,
15, 5627, 0, 15.674426870446064, 19.140625, 15.671641791044777,
16, 10235, 0, 8.793356130923302, 9.765625, 8.792497069167643,
17, 1531, 0, 8.360548661005879, 25.0, 8.355091383812011,
18, 10235, 0, 8.793356130923302, 9.765625, 8.792497069167643,
19, 10235, 0, 8.793356130923302, 9.765625, 8.792497069167643,
20, 4087, 0, 0.19115488133104966, 0.3814697265625, 0.19110812133072405,
