LayerID, Total Cycles, Stall Cycles, Overall Util %, Mapping Efficiency %, Compute Util %,
0, 49391, 0, 21.429005284363548, 84.375, 17.197452229299362,
1, 324044, 0, 1.050204601844194, 99.76912928759894, 0.7918184864095154,
2, 61935, 0, 40.50698312747235, 100.0, 33.86243386243386,
3, 167579, 0, 1.052637860352431, 100.0, 0.7936507936507936,
4, 43511, 0, 57.65898278596217, 100.0, 50.59288537549407,
5, 314639, 0, 1.0426234510025776, 99.04891304347827, 0.7861024844720497,
6, 87023, 0, 57.658320214196245, 100.0, 50.59288537549407,
7, 85499, 0, 1.0315910127603831, 98.0, 0.7777777777777778,
8, 34999, 0, 71.68204805851596, 98.0, 65.8477690288714,
9, 150479, 0, 1.0107722672266561, 96.02272727272727, 0.7620851370851371,
10, 69999, 0, 71.68102401462878, 98.0, 65.8477690288714,
11, 47879, 0, 0.9210718686689363, 87.5, 0.6944444444444444,
12, 33935, 0, 73.92957123913364, 87.5, 70.32967032967034,
13, 68399, 0, 0.9473822716706385, 90.0, 0.7142857142857142,
14, 67871, 0, 73.92848197315496, 87.5, 70.32967032967034,
15, 68399, 0, 0.9473822716706385, 90.0, 0.7142857142857142,
16, 67871, 0, 73.92848197315496, 87.5, 70.32967032967034,
17, 68399, 0, 0.9473822716706385, 90.0, 0.7142857142857142,
18, 67871, 0, 73.92848197315496, 87.5, 70.32967032967034,
19, 68399, 0, 0.9473822716706385, 90.0, 0.7142857142857142,
20, 67871, 0, 73.92848197315496, 87.5, 70.32967032967034,
21, 68399, 0, 0.9473822716706385, 90.0, 0.7142857142857142,
22, 67871, 0, 73.92848197315496, 87.5, 70.32967032967034,
23, 27359, 0, 0.8059505098870573, 76.5625, 0.607638888888889,
24, 35775, 0, 70.12718378756115, 76.5625, 68.23324630113142,
25, 27359, 0, 0.2960634526115721, 28.125, 0.2232142857142857,
26, 71551, 0, 70.12620368688069, 76.5625, 68.23324630113142,
