LayerID, Avg IFMAP SRAM BW, Avg FILTER SRAM BW, Avg OFMAP SRAM BW, Avg IFMAP DRAM BW, Avg FILTER DRAM BW, Avg OFMAP DRAM BW,
0, 2.9908843926503184, 1.1915826600891303e-05, 0.9969614642167727, 3.028271946896223, 0.08108108108108109, 1.0789585560980637,
1, 2.964009033027005, 0.001505504500831164, 31.616096352288054, 2.9564339887418996, 2.5945945945945947, 32.161277973617466,
2, 142.22975935249198, 0.0023125286054970734, 0.9877066621700833, 59.69101168496939, 7.783783783783784, 1.1667550120212786,
3, 142.22975935249198, 0.1480018307518127, 63.21322637888533, 59.69101168496939, 0.286357916323582, 63.634774244653165,
4, 183.03099324819001, 0.7496949483445864, 61.01033108273001, 178.80652960099104, 1.0569413383794943, 61.99130129344188,
5, 182.75111148393592, 1.5461790118278669, 121.83407432262393, 82.92622646949788, 2.175765802986484, 123.66256571805623,
6, 219.29949417419533, 0.014495306641165663, 0.9518207212421672, 194.3508673824436, 7.783783783783784, 1.2697828487302172,
7, 122.02562538133007, 0.999633923123856, 122.02562538133007, 114.74469305794607, 9.893719806763285, 127.32367918523234,
8, 192.12495119094103, 0.049980476376415464, 0.8338756562106816, 183.79977586850953, 7.783783783783784, 18.600764087870104,
9, 192.12495119094103, 12.795001952362359, 213.4721679899345, 181.4854534135713, 14.361431701972242, 219.51173269093505,
10, 213.46805177275905, 0.055532791824338984, 0.83385957723734, 207.36539452118942, 8.930232558139535, 1.7829334424719905,
11, 213.46805177275905, 0.055532791824338984, 0.83385957723734, 207.36539452118942, 8.930232558139535, 1.7829334424719905,
12, 150.36893203883494, 0.13807982740021574, 0.587378640776699, 85.78010471204189, 6.918918918918919, 217.8,
13, 146.49008102822017, 36.622520257055044, 146.49008102822017, 109.77554438860972, 33.790152101056975, 180.2553264604811,
14, 146.49008102822017, 0.14305671975412126, 0.5722268790164851, 109.77554438860972, 6.918918918918919, 256.0,
15, 138.2999299696535, 0.15366658885517057, 0.540234101443959, 132.9273374146607, 9.620041753653444, 253.125,
16, 146.46961866182428, 36.61740466545607, 146.46961866182428, 126.3344578313253, 35.18711409395973, 160.8143207605029,
17, 146.49008102822017, 0.14305671975412126, 0.5722268790164851, 109.77554438860972, 6.918918918918919, 256.0,
18, 146.49008102822017, 0.14305671975412126, 0.5722268790164851, 109.77554438860972, 6.918918918918919, 256.0,
19, 146.46961866182428, 36.61740466545607, 146.46961866182428, 126.3344578313253, 35.18711409395973, 160.8143207605029,
20, 138.2999299696535, 0.15366658885517057, 0.540234101443959, 132.9273374146607, 9.620041753653444, 253.125,
21, 146.49008102822017, 0.14305671975412126, 0.5722268790164851, 109.77554438860972, 6.918918918918919, 256.0,
22, 138.2999299696535, 0.15366658885517057, 0.540234101443959, 132.9273374146607, 9.620041753653444, 253.125,
23, 146.46961866182428, 36.61740466545607, 146.46961866182428, 126.3344578313253, 35.18711409395973, 160.8143207605029,
24, 64.12873063332427, 0.2505028540364229, 0.2505028540364229, 57.77818646232439, 9.620041753653444, 256.0,
25, 64.1330886850153, 64.1330886850153, 64.1330886850153, 55.94195475885617, 56.888888888888886, 69.88316013855582,
26, 19.740419692760803, 0.30844405769938754, 0.07711101442484689, 17.46899287303686, 9.630094043887148, 256.0,
27, 52.15951026536918, 0.2661199503335162, 0.20374808697409835, 50.33820086946829, 9.630094043887148, 252.0,
28, 5.238037725125218, 0.3273773578203261, 0.020461084863770383, 4.8662320320477574, 9.630094043887148, 192.0,
