LayerID, SRAM IFMAP Start Cycle, SRAM IFMAP Stop Cycle, SRAM IFMAP Reads, SRAM Filter Start Cycle, SRAM Filter Stop Cycle, SRAM Filter Reads, SRAM OFMAP Start Cycle, SRAM OFMAP Stop Cycle, SRAM OFMAP Writes, DRAM IFMAP Start Cycle, DRAM IFMAP Stop Cycle, DRAM IFMAP Reads, DRAM Filter Start Cycle, DRAM Filter Stop Cycle, DRAM Filter Reads, DRAM OFMAP Start Cycle, DRAM OFMAP Stop Cycle, DRAM OFMAP Writes,
0, 257.0, 250757.0, 753003, 254.0, 256.0, 3, 511.0, 251511.0, 251001, -1584.0, 246081.0, 750000, -37.0, -1.0, 3, 18943.0, 251811.0, 251256,
1, 257.0, 63007.0, 189003, 254.0, 256.0, 96, 511.0, 63542.0, 2016032, -1584.0, 61836.0, 187500, -37.0, -1.0, 96, 1102.0, 63794.0, 2016287,
2, 257.0, 124061.0, 17713152, 1.0, 62526.0, 288, 511.0, 124284.0, 123008, -1584.0, 123533.0, 7468420, -37.0, -1.0, 288, 18943.0, 124588.0, 123263,
3, 257.0, 124061.0, 17713152, 1.0, 62526.0, 18432, 511.0, 124347.0, 7872512, -1584.0, 123533.0, 7468420, -1840.0, 62526.0, 18432, 830.0, 124547.0, 7872767,
4, 257.0, 48600.0, 9000000, 1.0, 33038.0, 36864, 511.0, 48980.0, 3000000, -1584.0, 48464.0, 8949088, -1840.0, 33037.0, 36864, 830.0, 49227.0, 3000255,
5, 257.0, 47238.0, 8714304, 1.0, 32046.0, 73728, 511.0, 47556.0, 5809536, -1584.0, 46969.0, 4026400, -1840.0, 32045.0, 73728, 718.0, 47698.0, 5809791,
6, 257.0, 79092.0, 17428608, 1.0, 63836.0, 1152, 511.0, 79219.0, 75645, -1584.0, 78887.0, 15639803, -148.0, -1.0, 1152, 19709.0, 79482.0, 75900,
7, 257.0, 16008.0, 2000000, 129.0, 256.0, 16384, 511.0, 16262.0, 2000000, -1584.0, 15845.0, 2000000, -1656.0, -1.0, 16384, 718.0, 16427.0, 2000255,
8, 257.0, 22667.0, 4428288, 1.0, 18696.0, 1152, 511.0, 22794.0, 19220, -1584.0, 22508.0, 4428288, -148.0, -1.0, 1152, 22007.0, 23053.0, 19475,
9, 257.0, 22667.0, 4428288, 1.0, 18696.0, 294912, 511.0, 23049.0, 4920320, -1584.0, 22510.0, 4372892, -1840.0, 18694.0, 294912, 702.0, 23117.0, 4920575,
