LayerID, Total Cycles, Stall Cycles, Overall Util %, Mapping Efficiency %, Compute Util %,
0, 946451, 0, 83.52607090418134, 83.76068376068375, 83.45033128894801,
1, 849599, 0, 87.86451019834062, 88.88888888888889, 87.53799392097264,
2, 849599, 0, 87.86451019834062, 88.88888888888889, 87.53799392097264,
3, 849599, 0, 87.86451019834062, 88.88888888888889, 87.53799392097264,
4, 849599, 0, 87.86451019834062, 88.88888888888889, 87.53799392097264,
5, 431903, 0, 92.93938685306655, 96.96969696969697, 91.70596191102825,
6, 749759, 0, 92.32620081919657, 96.96969696969697, 90.91749674273947,
7, 57749, 0, 82.84741823331237, 86.19528619528619, 81.81742177227504,
8, 749759, 0, 92.32620081919657, 96.96969696969697, 90.91749674273947,
9, 749759, 0, 92.32620081919657, 96.96969696969697, 90.91749674273947,
10, 485759, 0, 82.63521622862366, 96.96969696969697, 78.863322016849,
11, 751871, 0, 78.4474996375708, 96.96969696969697, 73.88167388167388,
12, 62677, 0, 81.68865772133319, 94.03122130394857, 78.35935108662382,
13, 751871, 0, 78.4474996375708, 96.96969696969697, 73.88167388167388,
14, 751871, 0, 78.4474996375708, 96.96969696969697, 73.88167388167388,
15, 685247, 0, 58.57858553193228, 99.2248062015504, 51.72356919016988,
16, 974207, 0, 42.04445256500929, 99.2248062015504, 35.437430786267996,
17, 92707, 0, 62.83691870325026, 96.2179938924125, 56.4949688909578,
18, 974207, 0, 42.04445256500929, 99.2248062015504, 35.437430786267996,
19, 974207, 0, 42.04445256500929, 99.2248062015504, 35.437430786267996,
20, 126419, 0, 2.812516754250196, 98.43730773963333, 2.1399414726007246,
