LayerID, Total Cycles, Stall Cycles, Overall Util %, Mapping Efficiency %, Compute Util %,
0, 13309, 0, 1.2425802088812081, 1.318359375, 1.2191301142646516,
1, 25731, 0, 0.20665278506470794, 0.2197265625, 0.2026287177997104,
2, 13309, 0, 2.9453753099406415, 3.125, 2.8897899004791743,
3, 11705, 0, 0.23547629218282784, 0.29296875, 0.2210127495790233,
4, 3901, 0, 10.048705460138427, 12.5, 9.429877315371662,
5, 18409, 0, 0.27843887500679015, 0.3515625, 0.26039020828041654,
6, 3901, 0, 20.097410920276854, 25.0, 18.859754630743325,
7, 7749, 0, 0.17784552845528456, 0.3515625, 0.15270083102493073,
8, 1549, 0, 25.306649451258878, 50.0, 21.717451523545705,
9, 12977, 0, 0.1831365107497881, 0.390625, 0.1556054802592811,
10, 1549, 0, 50.613298902517755, 100.0, 43.43490304709141,
11, 8657, 0, 0.07959599168303107, 0.390625, 0.06291084634346755,
12, 1923, 0, 20.384815392615703, 100.0, 16.105176663927693,
13, 16379, 0, 0.061816960742414065, 0.390625, 0.0482832618025751,
14, 3847, 0, 20.3795165063686, 100.0, 16.105176663927693,
15, 16379, 0, 0.061816960742414065, 0.390625, 0.0482832618025751,
16, 3847, 0, 20.3795165063686, 100.0, 16.105176663927693,
17, 16379, 0, 0.061816960742414065, 0.390625, 0.0482832618025751,
18, 3847, 0, 20.3795165063686, 100.0, 16.105176663927693,
19, 16379, 0, 0.061816960742414065, 0.390625, 0.0482832618025751,
20, 3847, 0, 20.3795165063686, 100.0, 16.105176663927693,
21, 16379, 0, 0.061816960742414065, 0.390625, 0.0482832618025751,
22, 3847, 0, 20.3795165063686, 100.0, 16.105176663927693,
23, 14669, 0, 0.02348703047242484, 0.390625, 0.01788843457943925,
24, 6519, 0, 6.0131922073937725, 100.0, 4.579439252336448,
25, 27899, 0, 0.004536452919459479, 0.390625, 0.003413228155339806,
26, 13039, 0, 6.012731037656262, 100.0, 4.579439252336448,
