LayerID, Total Cycles, Stall Cycles, Overall Util %, Mapping Efficiency %, Compute Util %,
0, 51869, 0, 53.581498582968635, 99.50657894736842, 53.580465587044536,
1, 32291, 0, 81.27341983834505, 99.04891304347827, 81.27090301003345,
2, 32291, 0, 81.27341983834505, 99.04891304347827, 81.27090301003345,
3, 32291, 0, 81.27341983834505, 99.04891304347827, 81.27090301003345,
4, 32291, 0, 81.27341983834505, 99.04891304347827, 81.27090301003345,
5, 18251, 0, 77.32179058681716, 94.23076923076923, 77.31755424063115,
6, 28115, 0, 86.55877645385026, 96.02272727272727, 86.55569782330346,
7, 5319, 0, 31.62248542959203, 93.86160714285714, 31.61654135338346,
8, 28115, 0, 86.55877645385026, 96.02272727272727, 86.55569782330346,
9, 28115, 0, 86.55877645385026, 96.02272727272727, 86.55569782330346,
10, 20447, 0, 69.01745977404998, 76.5625, 69.01408450704226,
11, 29159, 0, 71.11354984738846, 75.0, 71.11111111111111,
12, 4063, 0, 44.30223972434162, 87.890625, 44.29133858267716,
13, 29159, 0, 71.11354984738846, 75.0, 71.11111111111111,
14, 29159, 0, 71.11354984738846, 75.0, 71.11111111111111,
15, 19439, 0, 72.59632697155203, 76.5625, 72.5925925925926,
16, 37871, 0, 38.023817696918485, 39.0625, 38.02281368821293,
17, 3055, 0, 67.03764320785598, 100.0, 67.01570680628272,
18, 37871, 0, 38.023817696918485, 39.0625, 38.02281368821293,
19, 37871, 0, 38.023817696918485, 39.0625, 38.02281368821293,
20, 10207, 0, 1.224649750171451, 1.52587890625, 1.2245297805642632,
