LayerID, Total Cycles, Stall Cycles, Overall Util %, Mapping Efficiency %, Compute Util %,
0, 121939, 0, 91.16750998450044, 91.875, 90.93558282208589,
1, 108359, 0, 96.87797045007798, 100.0, 95.88951002959553,
2, 108359, 0, 96.87797045007798, 100.0, 95.88951002959553,
3, 108359, 0, 96.87797045007798, 100.0, 95.88951002959553,
4, 108359, 0, 96.87797045007798, 100.0, 95.88951002959553,
5, 63215, 0, 89.29526220042712, 100.0, 86.24862486248624,
6, 110879, 0, 87.7929995761145, 100.0, 84.39450686641698,
7, 7479, 0, 89.9585506083701, 100.0, 87.06004140786749,
8, 110879, 0, 87.7929995761145, 100.0, 84.39450686641698,
9, 110879, 0, 87.7929995761145, 100.0, 84.39450686641698,
10, 83519, 0, 67.58701612806667, 100.0, 61.059190031152646,
11, 137087, 0, 60.50464303690357, 100.0, 53.53159851301115,
12, 10207, 0, 70.53982560987558, 100.0, 64.28571428571429,
13, 137087, 0, 60.50464303690357, 100.0, 53.53159851301115,
14, 137087, 0, 60.50464303690357, 100.0, 53.53159851301115,
15, 164735, 0, 34.265942270919965, 100.0, 28.160919540229884,
16, 274175, 0, 21.008479985410776, 100.0, 16.666666666666664,
17, 20223, 0, 40.50833209711714, 100.0, 33.86243386243386,
18, 274175, 0, 21.008479985410776, 100.0, 16.666666666666664,
19, 274175, 0, 21.008479985410776, 100.0, 16.666666666666664,
20, 48639, 0, 1.0279816608071712, 97.65625, 0.7750496031746031,
