LayerID, SRAM IFMAP Start Cycle, SRAM IFMAP Stop Cycle, SRAM IFMAP Reads, SRAM Filter Start Cycle, SRAM Filter Stop Cycle, SRAM Filter Reads, SRAM OFMAP Start Cycle, SRAM OFMAP Stop Cycle, SRAM OFMAP Writes, DRAM IFMAP Start Cycle, DRAM IFMAP Stop Cycle, DRAM IFMAP Reads, DRAM Filter Start Cycle, DRAM Filter Stop Cycle, DRAM Filter Reads, DRAM OFMAP Start Cycle, DRAM OFMAP Stop Cycle, DRAM OFMAP Writes,
0, 257.0, 12480.0, 1778700, 110.0, 256.0, 9408, 511.0, 12673.0, 774400, -1584.0, 12199.0, 170526, -957.0, -1.0, 9408, 830.0, 12866.0, 774655,
1, 257.0, 10599.0, 1679616, 1.0, 7620.0, 36864, 511.0, 10853.0, 559872, -1584.0, 10286.0, 919625, -1840.0, 7619.0, 36864, 830.0, 11072.0, 560127,
2, 257.0, 10599.0, 1679616, 1.0, 7620.0, 36864, 511.0, 10853.0, 559872, -1584.0, 10286.0, 919625, -1840.0, 7619.0, 36864, 830.0, 11072.0, 560127,
3, 257.0, 10599.0, 1679616, 1.0, 7620.0, 36864, 511.0, 10853.0, 559872, -1584.0, 10286.0, 919625, -1840.0, 7619.0, 36864, 830.0, 11072.0, 560127,
4, 257.0, 10599.0, 1679616, 1.0, 7620.0, 36864, 511.0, 10853.0, 559872, -1584.0, 10286.0, 919625, -1840.0, 7619.0, 36864, 830.0, 11072.0, 560127,
5, 257.0, 4174.0, 451584, 1.0, 3356.0, 73728, 511.0, 4521.0, 301056, -1584.0, 3904.0, 437994, -1840.0, 3355.0, 73728, 718.0, 4673.0, 301311,
6, 257.0, 6827.0, 778752, 1.0, 6024.0, 147456, 511.0, 7081.0, 432640, -1584.0, 6630.0, 771598, -1840.0, 6022.0, 147456, 718.0, 7243.0, 432895,
7, 257.0, 1130.0, 53824, 193.0, 256.0, 8192, 511.0, 1478.0, 107648, -1584.0, 883.0, 50176, -847.0, -1.0, 8192, 718.0, 1667.0, 107903,
8, 257.0, 6827.0, 778752, 1.0, 6024.0, 147456, 511.0, 7081.0, 432640, -1584.0, 6630.0, 771598, -1840.0, 6022.0, 147456, 718.0, 7243.0, 432895,
9, 257.0, 6827.0, 778752, 1.0, 6024.0, 147456, 511.0, 7081.0, 432640, -1584.0, 6630.0, 771598, -1840.0, 6022.0, 147456, 718.0, 7243.0, 432895,
10, 257.0, 4412.0, 225792, 1.0, 4104.0, 294912, 511.0, 4809.0, 250880, -1584.0, 4242.0, 215168, -1840.0, 4102.0, 294912, 702.0, 4853.0, 251135,
11, 257.0, 7935.0, 331776, 1.0, 7536.0, 589824, 511.0, 8189.0, 331776, -1584.0, 7902.0, 331776, -1840.0, 7532.0, 589824, 710.0, 8261.0, 332031,
12, 257.0, 592.0, 28800, 129.0, 256.0, 32768, 511.0, 990.0, 57600, -1584.0, 474.0, 25088, -1712.0, 200.0, 32768, 702.0, 999.0, 57855,
13, 257.0, 7935.0, 331776, 1.0, 7536.0, 589824, 511.0, 8189.0, 331776, -1584.0, 7902.0, 331776, -1840.0, 7532.0, 589824, 710.0, 8261.0, 332031,
14, 257.0, 7935.0, 331776, 1.0, 7536.0, 589824, 511.0, 8189.0, 331776, -1584.0, 7902.0, 331776, -1840.0, 7532.0, 589824, 710.0, 8261.0, 332031,
15, 257.0, 14407.0, 225792, 1.0, 14111.0, 1179648, 511.0, 14669.0, 225792, -1584.0, 13517.0, 195584, -1840.0, 14103.0, 1179648, 1470.0, 14687.0, 226047,
16, 257.0, 28221.0, 230400, 1.0, 27941.0, 2359296, 511.0, 28475.0, 230400, -1584.0, 24132.0, 109245, -1840.0, 27925.0, 2359296, 2330.0, 28511.0, 230655,
17, 257.0, 1396.0, 32768, 1.0, 1086.0, 131072, 511.0, 1659.0, 32768, -1288.0, -1.0, 12544, -1840.0, 1078.0, 131072, 1404.0, 1715.0, 33023,
18, 257.0, 28221.0, 230400, 1.0, 27941.0, 2359296, 511.0, 28475.0, 230400, -1584.0, 24132.0, 109245, -1840.0, 27925.0, 2359296, 2330.0, 28511.0, 230655,
19, 257.0, 28221.0, 230400, 1.0, 27941.0, 2359296, 511.0, 28475.0, 230400, -1584.0, 24132.0, 109245, -1840.0, 27925.0, 2359296, 2330.0, 28511.0, 230655,
20, 257.0, 5881.0, 2048, 1.0, 5625.0, 512000, 511.0, 6111.0, 2000, -74.0, -1.0, 512, -1840.0, 5560.0, 512000, 6135.0, 6142.0, 2000,
