LayerID, Total Cycles, Stall Cycles, Overall Util %, Mapping Efficiency %, Compute Util %,
0, 84739, 0, 8.199349620599724, 57.13854337993421, 6.381966450812897,
1, 51289, 0, 12.792216654643296, 89.14402173913044, 9.956749374004097,
2, 51289, 0, 12.792216654643296, 89.14402173913044, 9.956749374004097,
3, 51289, 0, 12.792216654643296, 89.14402173913044, 9.956749374004097,
4, 51289, 0, 12.792216654643296, 89.14402173913044, 9.956749374004097,
5, 17849, 0, 19.765813210824135, 78.75, 15.824175824175827,
6, 27539, 0, 22.092305457714513, 88.02083333333334, 17.687074829931973,
7, 3569, 0, 11.782011768002242, 46.93080357142857, 9.430365552814534,
8, 27539, 0, 22.092305457714513, 88.02083333333334, 17.687074829931973,
9, 27539, 0, 22.092305457714513, 88.02083333333334, 17.687074829931973,
10, 11483, 0, 30.723678481233126, 76.5625, 25.620915032679736,
11, 22967, 0, 22.571515652893282, 56.25, 18.823529411764707,
12, 1275, 0, 35.294117647058826, 87.890625, 29.411764705882348,
13, 22967, 0, 22.571515652893282, 56.25, 18.823529411764707,
14, 22967, 0, 22.571515652893282, 56.25, 18.823529411764707,
15, 16091, 0, 21.925299857062953, 38.28125, 19.19686581782566,
16, 32183, 0, 11.186029891557654, 19.53125, 9.79431929480901,
17, 1787, 0, 28.651371012870733, 50.0, 25.073457394711067,
18, 32183, 0, 11.186029891557654, 19.53125, 9.79431929480901,
19, 32183, 0, 11.186029891557654, 19.53125, 9.79431929480901,
20, 5527, 0, 0.5654061878053194, 0.78125, 0.5177269715043075,
